
 Lista de Imóveis da Caixa;;Data de geração:;27/10/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8787708237480 ;AL ;MACEIO ;TABULEIRO DO MARTINS ; RUA DR SEBASTIÃO CORREIA DA ROCHA, N. 1213, Apto 403, BL 11 ;71.654,14;125.000,00;42.68;Apartamento, 48.35 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708237480
 8787710096899 ;AL ;MACEIO ;PETROPOLIS ;RUA SAO LUIZ, N. 400, Apto 402, BL11 PAV04 VG202 ;70.092,88;122.276,40;42.68;Apartamento, 93.49 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710096899
 8555518381601 ;AL ;MACEIO ;BENEDITO BENTES ;RUA VEREADOR JOSE RAIMUNDO DOS SANTOS, N. 95, Apto 304, BL 09 ;74.726,23;129.000,00;42.08;Apartamento, 136.18 de área total, 42.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555518381601
 8555538810125 ;AL ;MACEIO ;BENEDITO BENTES ;RUA JOAO PAULO, N. 451, Apto 304, BL16 ;94.815,14;160.000,00;40.75;Apartamento, 131.67 de área total, 42.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538810125
 8787707671489 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;AVENIDA DOUTOR SEBASTIAO CORREIA DA ROCHA, N. 1213, Apto 203, BL 11 ;95.111,43;160.500,00;40.75;Apartamento, 95.90 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707671489
 8444416892478 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;RUA EM PROJETO, N. 530, Apto 102, LT 08, QD 30, LOT SIMOL ;100.741,08;170.000,00;40.75;Apartamento, 61.97 de área total, 48.83 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416892478
 8787706809347 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;AVENIDA JOSE MOURA ROCHA, N. 300, QD D ;92.444,76;156.000,00;40.75;Casa, 60.90 de área total, 43.05 de área privativa, 96.06 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706809347
 8444408759616 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;RUA E, N. 63, LT 11 QD E ;86.305,59;145.000,00;40.48;Casa, 0.00 de área total, 31.85 de área privativa, 90.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408759616
 8555539998926 ;AL ;MACEIO ;ANTARES ;AVENIDA DEPUTADA SELMA BANDEIRA, N. 242, Apto 4, BL 03 ;132.970,97;220.000,00;39.56;Apartamento, 74.64 de área total, 60.95 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555539998926
 8555525064446 ;AL ;MACEIO ;PETROPOLIS ; RUA DA VITÓRIA (ANTIGA RUA EXISTENTE), N. 1270, Apto 302, BL32 ;114.838,57;190.000,00;39.56;Apartamento, 42.44 de área total, 42.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525064446
 10203395 ;AL ;MACEIO ;FAROL ;RUA PROFESSOR AURINO MACIEL, N. 119, SL 104 ;103.771,16;168.022,06;38.24;Sala, 0.00 de área total, 34.80 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10203395
 8444408288907 ;AL ;MACEIO ;FEITOSA ;RUA ROSALVA LESSA CABRAL, N. 405, Apto 006, ;111.168,79;180.000,00;38.24;Apartamento, 55.31 de área total, 49.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408288907
 1204700000144 ;AL ;MACEIO ;CENTRO ;AVENIDA DUQUE DE CAXIAS, N. 1766, Apto 101, PAV01 ;293.164,58;460.000,00;36.27;Apartamento, 335.09 de área total, 297.47 de área privativa, 0.00 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 2 sala(s), DCE, cozinha, Terraco, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1204700000144
 1444421742197 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;RUA JOSE SABINO DA SILVA, N. 95, QL 5 LT 10 ;160.603,20;252.000,00;36.27;Casa, 140.00 de área total, 140.00 de área privativa, 205.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421742197
 1444411200740 ;AL ;MACEIO ;JATIUCA ; RUA PROFESSOR DILERMANO REIS, N. 157, Apto 501, VG 13 ;400.692,73;453.282,61;11.61;Apartamento, 158.89 de área total, 85.95 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444411200740
 8787708888139 ;AL ;MACEIO ;BARRO DURO ;AVENIDA JUCA SAMPAIO, N. 1179, Apto 307, BL B ;373.666,65;373.666,65;0.00;Apartamento, 95.92 de área total, 51.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708888139
 1444405949882 ;AL ;MACEIO ;BENEDITO BENTES ;RUA EM PROJETO, N. 878, CS 426 ;192.818,25;192.818,25;0.00;Casa, 0.00 de área total, 65.55 de área privativa, 120.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405949882
 8555517162647 ;AL ;MACEIO ;BENEDITO BENTES ;AVENIDA ANTONIO LISBOA DE AMORIM (ANT. EM PROJETO), N. 770, Apto 107, BL 10 ;140.000,00;140.000,00;0.00;Apartamento, 72.37 de área total, 56.65 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555517162647
 8787700888920 ;AL ;MACEIO ;BENEDITO BENTES ;RUA SAO CAETANO, N. 175, Apto 101, BL 18 ;143.000,00;143.000,00;0.00;Apartamento, 62.02 de área total, 42.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700888920
 1444405960380 ;AL ;MACEIO ;SERRARIA ;TRAVESSA PRESIDENTE GETULIO VARGAS 2, N. 473, Apto 405, BL 04 ;300.000,00;300.000,00;0.00;Apartamento, 81.71 de área total, 63.43 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405960380
 1555531644019 ;AL ;MACEIO ;SERRARIA ;RUA CARLOS ALBERTO NOVAES, N. 142, Apto 703, . ;400.000,00;400.000,00;0.00;Apartamento, 0.00 de área total, 69.76 de área privativa, 0.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, WC Emp, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555531644019
 8444424748534 ;AL ;MACEIO ;SERRARIA ;AVENIDA PRESIDENTE GETULIO VARGAS, N. 37, Apto 304, BLOCO 12 ;147.000,00;147.000,00;0.00;Apartamento, 46.51 de área total, 41.36 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424748534
 8555533759199 ;AL ;MACEIO ;ANTARES ;RUA EM PROJETO P, N. 325, Apto 303, ;220.000,00;220.000,00;0.00;Apartamento, 78.64 de área total, 61.42 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533759199
 8787704107183 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA GILBERTO VIEIRA LEITE, N. 194, Apto 006, BL D ;190.000,00;190.000,00;0.00;Apartamento, 114.34 de área total, 48.90 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704107183
 8787707389902 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;AV DOUTOR SEBASTIAO CORREIA DA ROCHA, N. 1213, Apto 404, BL 04 ;200.000,00;200.000,00;0.00;Apartamento, 83.06 de área total, 38.04 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707389902
 8787707682499 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;AV. DOUTOR SEBASTIAO CORREIA DA ROCHA, N. 1165, Apto 101, BLOCO 11 VAGA 160 ;194.000,00;194.000,00;0.00;Apartamento, 92.59 de área total, 46.70 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707682499
 8787708185081 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA GILBERTO VIEIRA LEITE, N. 213, Apto 001, BL 02 ;200.008,80;200.000,00;0.00;Apartamento, 102.02 de área total, 50.93 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708185081
 8787711652728 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA GILBERTO VIEIRA LEITE, N. 73, Apto 101, BL 08 VG 19 ;215.000,00;215.000,00;0.00;Apartamento, 62.03 de área total, 49.24 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711652728
 8787714000390 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA DOS NAMBUS, N. 62, Apto 203, BL 18 ;166.960,03;166.960,03;0.00;Apartamento, 45.95 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714000390
 8787715062143 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA DOS NAMBUS, N. 62, Apto 403, BL 20 ;182.182,23;182.182,23;0.00;Apartamento, 45.95 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715062143
 1444401044273 ;AL ;MACEIO ;PONTA VERDE ;AVENIDA DOUTOR JOSE SAMPAIO LUZ, N. 297, Apto 902, ;580.000,00;580.000,00;0.00;Apartamento, 0.00 de área total, 91.58 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444401044273
 8555503170421 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;RUA PROJETADA K, N. SN, CS 367 QD K-IV LT 06 ;146.000,00;146.000,00;0.00;Casa, 164.00 de área total, 164.00 de área privativa, 126.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555503170421
 8555506803875 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ; RUA PROJETADA 946, N. 39, LT 06 QD C-III ;132.000,00;132.000,00;0.00;Casa, 50.05 de área total, 50.05 de área privativa, 162.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555506803875
 8555518056212 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ; RUA PROJETADA 1650 ( ATUAL NELSON PEIXOTO FEIJO ), N. 131, LT 17, QD L-IV, MÓDULO IV ;177.440,24;177.440,24;0.00;Casa, 0.00 de área total, 50.05 de área privativa, 126.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555518056212
 8787708216483 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;AVENIDA MENINO MARCELO, N. 2091, Apto 503, BL C ;215.000,00;215.000,00;0.00;Apartamento, 62.58 de área total, 45.77 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708216483
 8787708509979 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;ALAMEDA DOS ANTURIOS, N. 529, CS 01 TIPO 2 QD G ;180.000,00;180.000,00;0.00;Casa, 0.00 de área total, 52.78 de área privativa, 163.44 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708509979
 8787709148279 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;ALAMEDA DOS ANTURIOS, N. 529, CS 17, TIPO 02, QD I ;220.000,00;220.000,00;0.00;Casa, 76.57 de área total, 57.28 de área privativa, 93.02 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709148279
 8787710305064 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ;RUA EM PROJETO 10, N. 03, Apto 704, BL D ;207.000,00;207.000,00;0.00;Apartamento, 88.59 de área total, 44.88 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710305064
 8555510555414 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;AV DOUTOR SEBASTIAO CORREIA DA ROCHA, N. 1113, Apto 803, BL 03 ;198.645,70;196.000,00;0.00;Apartamento, 63.60 de área total, 50.35 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555510555414
 8444411214587 ;AL ;MACEIO ;BENEDITO BENTES ;AVENIDA ANTONIO LISBOA DE AMORIM, N. 322, Apto 208, BL 18 ;166.208,96;155.000,00;0.00;Apartamento, 71.11 de área total, 57.67 de área privativa, 0.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411214587
 8787715362880 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA DOS NAMBUS, N. 62, Apto 303, BL 09 ;162.671,04;146.000,00;0.00;Apartamento, 47.34 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715362880
 8154501013236 ;AL ;MACEIO ;FEITOSA ;RUA ROSALVA LESSA CABRAL, N. 405, Apto 2, QD D ;136.397,00;115.000,00;0.00;Apartamento, 0.00 de área total, 49.82 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8154501013236
 8787707442838 ;AL ;MACEIO ;SANTA AMELIA ;AVENIDA JORGE BARROS, N. 1280, Apto 202, BLOCO 06 VAGA 151 ;199.935,37;165.000,00;0.00;Apartamento, 54.81 de área total, 41.59 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707442838
 8787714191160 ;AL ;MACEIO ;TABULEIRO DO MARTINS ;RUA DOS NAMBUS, N. 62, Apto 501, BL 18 VG 174 ;182.914,19;148.000,00;0.00;Apartamento, 59.12 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714191160
 8787700499273 ;AL ;MACEIO ;CIDADE UNIVERSITARIA ; AVENIDA D, N. 175, CASA Nº 15, QD M ;143.334,77;95.000,00;0.00;Casa, 70.61 de área total, 55.03 de área privativa, 70.61 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700499273
 8555508233170 ;AL ;MAJOR ISIDORO ;CENTRO ; RUA MANOEL FERREIRA DE SOUZA, N. S/N,  FUNDOS COM A RUA ANTONIO WANDERLEY ;67.068,27;120.000,00;44.11;Casa, 0.00 de área total, 108.16 de área privativa, 268.50 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555508233170
 1444414467500 ;AL ;MARECHAL DEODORO ;POVOADO MUCURI ;RUA JOSE DAVI COSTA, N. S/N, AREA REMANESCENTE 03A ;230.342,35;1.315.000,00;82.49;Gleba, 6029.78 de área total, 0.00 de área privativa, 6029.78 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414467500
 8444404001530 ;AL ;MARIBONDO ;Centro ;RUA NOVA (ANTIGA RUA DO MATADOURO), N. SN, ;66.254,20;115.579,85;42.68;Casa, 69.57 de área total, 69.57 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404001530
 8444406558877 ;AL ;MARIBONDO ;CENTRO ; RUA LINA DE ALBUQUERQUE, N. SN, ;71.789,15;120.000,00;40.18;Casa, 73.50 de área total, 73.50 de área privativa, 100.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406558877
 8444421908743 ;AL ;MESSIAS ;LOT LAURA VITALINA ; RUA EM PROJETO 01 (RUA PROJETADA 2), N. 19,  LT 19 ;172.437,45;172.437,45;0.00;Casa, 81.87 de área total, 81.87 de área privativa, 98.87 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421908743
 1444405401518 ;AL ;PALMEIRA DOS INDIOS ;SAO CRISTOVAO ;RUA CACIQUE FRANCELINO, N. 436, . ;145.856,90;273.000,00;46.58;Casa, 0.00 de área total, 155.00 de área privativa, 228.00 de área do terreno,  2 qto(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444405401518
 10153507 ;AL ;PENEDO ;POVOADO ITAPORANGA ;RUA A, LT 13 DIST IND ROBERTO S PEIXOTO ;423.489,06;1.611.769,31;73.73;Gleba, 0.00 de área total, 0.00 de área privativa, 10992.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10153507
 8444400291291 ;AL ;PENEDO ;SENHOR DO BONFIM ; MARIO FREIRE LEAHY, N. 32, ;57.977,05;96.000,00;39.61;Casa, 80.05 de área total, 144.00 de área privativa, 321.00 de área do terreno,  3 qto(s), WC, cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400291291
 8444407883330 ;AL ;PILAR ;CENTRO ; RUA EM PROJETO, N. 24, 18 ;104.000,35;180.000,00;42.23;Casa, 0.00 de área total, 103.90 de área privativa, 124.74 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407883330
 8444416586830 ;AL ;PILAR ;CHÃ DE PILAR ; RUA SESQUICENTENÁRIO, N. 30, COHAB ;78.201,87;135.000,00;42.08;Casa, 103.12 de área total, 103.12 de área privativa, 126.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416586830
 8444408112078 ;AL ;PILAR ;CHÃ DE PILAR ; RUA EM PROJETO, N. 210, ;86.063,06;147.000,00;41.46;Casa, 0.00 de área total, 79.50 de área privativa, 127.20 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408112078
 8444406294519 ;AL ;PILAR ;CENTRO ;R PROJETADA, N. 0, ;52.994,64;90.000,00;41.12;Casa, 0.00 de área total, 55.46 de área privativa, 80.48 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406294519
 8444424221099 ;AL ;PILAR ;CHA DO PILAR ; RUA EM PROJETO Nº 20, N. 126,  DESMEMBRADO PARTE DOS LT 14 E15 QT AF ;98.370,70;166.000,00;40.75;Casa, 87.82 de área total, 87.82 de área privativa, 150.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424221099
 8444403762422 ;AL ;PILAR ;CHÃ DE PILAR ; RUA PROJETADA, N. 77 F, LOT II ;70.592,66;118.000,00;40.18;Casa, 53.10 de área total, 53.10 de área privativa, 53.10 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403762422
